wave,var,label,type,n_missing,pct_missing,n_unique,examples
baseline,c16_virtual_u7_3_2,"C16_3.[Messaging within a website (e.g., patient portal, viber, telegram, messen",haven_labelled,3206,99.9,1,0
baseline,c16_virtual_u7_4_1,C16_4.[Phone calls] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3188,99.3,1,1
baseline,c16_virtual_u7_4_2,C16_4.[Phone calls] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3206,99.9,1,1
baseline,c16_virtual_u7_5_1,"C16_5.[Videoconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_5_2,"C16_5.[Videoconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3206,99.9,1,0
baseline,c16_virtual_u7_6_1,"C16_6.[Audioconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_6_2,"C16_6.[Audioconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3206,99.9,1,0
baseline,c16_virtual_u7_7_1,C16_7.[eVisit (when you answer questions about your health issue online and hear,haven_labelled,3188,99.3,1,0
baseline,c16_virtual_u7_7_2,C16_7.[eVisit (when you answer questions about your health issue online and hear,haven_labelled,3206,99.9,1,0
baseline,c17_virtime_preg,C17.Times of telemedicine consultations in  the last 30 days [Pregnant Mother],numeric,3205,99.8,2,3 | 1
baseline,c17_virtime_u7_1,C17.Times of telemedicine consultations in  the last 30 days [Child (1)],numeric,3188,99.3,3,1 | 2 | 3
baseline,c17_virtime_u7_2,C17.Times of telemedicine consultations in  the last 30 days [Child (2)],numeric,3206,99.9,2,1 | 3
baseline,c18_virlast_preg,C18.Ways of telemedicine consultation for the most recent visit in the last 30 d,haven_labelled,3205,99.8,1,4
baseline,c18_virlast_u7_1,C18.Ways of telemedicine consultation for the most recent visit in the last 30 d,haven_labelled,3188,99.3,1,4
baseline,c18_virlast_u7_2,C18.Ways of telemedicine consultation for the most recent visit in the last 30 d,haven_labelled,3206,99.9,1,4
baseline,c19_pertime_preg,C19.Times in-person consultation visits in the last 30 days [Pregnant Mother],numeric,3003,93.6,6,3 | 1 | 4 | 2 | 5
baseline,c19_pertime_u7_1,C19.Times in-person consultation visits in the last 30 days [Child (1)],numeric,2130,66.4,6,3 | 1 | 2 | 5 | 4
baseline,c19_pertime_u7_2,C19.Times in-person consultation visits in the last 30 days [Child (2)],numeric,2935,91.4,9,1 | 8 | 2 | 3 | 6
baseline,c19_pertime_u7_3,C19.Times in-person consultation visits in the last 30 days [Child (3)],numeric,3169,98.7,5,2 | 1 | 5 | 4 | 3
baseline,c19_pertime_u7_4,C19.Times in-person consultation visits in the last 30 days [Child (4)],numeric,3207,99.9,2,2 | 1
baseline,c1_time_preg,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,2789,86.9,20,2 | 10 | 3 | 1 | 8
baseline,c1_time_u7_1,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,233,7.3,24,3 | 0 | 7 | 5 | 2
baseline,c1_time_u7_2,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,2401,74.8,21,0 | 5 | 4 | 30 | 2
baseline,c1_time_u7_3,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,3089,96.2,13,0 | 6 | 5 | 2 | 1
baseline,c1_time_u7_4,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,3202,99.8,3,0 | 2 | 1
baseline,c20_personlast_preg,C20.Place of in person visist for the most recent visit in the last 30 days [Pre,haven_labelled,3003,93.6,14,8 | 7 | 1 | 11 | 4
baseline,c20_personlast_u7_1,C20.Place of in person visist for the most recent visit in the last 30 days [Chi,haven_labelled,2130,66.4,12,7 | 8 | 2 | 4 | 6
baseline,c20_personlast_u7_2,C20.Place of in person visist for the most recent visit in the last 30 days [Chi,haven_labelled,2935,91.4,12,8 | 7 | 12 | 10 | 3
baseline,c20_personlast_u7_3,C20.Place of in person visist for the most recent visit in the last 30 days [Chi,haven_labelled,3169,98.7,4,8 | 7 | 4 | 1
baseline,c20_personlast_u7_4,C20.Place of in person visist for the most recent visit in the last 30 days [Chi,haven_labelled,3207,99.9,2,8 | 7
baseline,c21_health_preg,C21. Money spent on direct health care costs for the most recent visit [Pregnant,numeric,3001,93.5,41,15000 | 5000 | 10000 | 3000 | 70000
baseline,c21_health_u7_1,C21. Money spent on direct health care costs for the most recent visit [Child (1,numeric,2123,66.1,80,30000 | 15000 | 8000 | 5000 | 8700
baseline,c21_health_u7_2,C21. Money spent on direct health care costs for the most recent visit [Child (2,numeric,2933,91.4,46,5000 | 8000 | 25000 | 6000 | 4200
baseline,c21_health_u7_3,C21. Money spent on direct health care costs for the most recent visit [Child (3,numeric,3170,98.8,15,30000 | 5000 | 6000 | 10000 | 4000
baseline,c21_health_u7_4,C21. Money spent on direct health care costs for the most recent visit [Child (4,numeric,3207,99.9,2,6000 | 15000
baseline,c22_nonhealth_preg,C22.Money was spent on indirect healthcare costs for the most recent visit [Preg,numeric,3001,93.5,25,2000 | 1500 | 5000 | 30000 | 0
baseline,c22_nonhealth_u7_1,C22.Money was spent on indirect healthcare costs for the most recent visit [Chil,numeric,2121,66.1,39,5000 | 15000 | 2000 | 4000 | 3000
baseline,c22_nonhealth_u7_2,C22.Money was spent on indirect healthcare costs for the most recent visit [Chil,numeric,2933,91.4,28,2000 | 1000 | 6000 | 4000 | 3000
baseline,c22_nonhealth_u7_3,C22.Money was spent on indirect healthcare costs for the most recent visit [Chil,numeric,3170,98.8,14,6000 | 2000 | 0 | 3000 | 1500
baseline,c22_nonhealth_u7_4,C22.Money was spent on indirect healthcare costs for the most recent visit [Chil,numeric,3207,99.9,3,1500 | 5000 | 0
baseline,c22b_total,C22b.Total health care cost for primary care visits [Pregnant mother],numeric,3001,93.5,66,17000 | 7000 | 11500 | 8000 | 100000
baseline,c22b_u7_total_1,C22b.Total health care cost for primary care visits [Child (1)],numeric,2120,66,112,35000 | 30000 | 10000 | 7000 | 12700
baseline,c22b_u7_total_2,C22b.Total health care cost for primary care visits [Child (2)],numeric,2932,91.3,68,7000 | 9000 | 31000 | 8000 | 5200
baseline,c22b_u7_total_3,C22b.Total health care cost for primary care visits [Child (3)],numeric,3169,98.7,25,36000 | 7000 | 6000 | 8000 | 12000
baseline,c22b_u7_total_4,C22b.Total health care cost for primary care visits [Child (4)],numeric,3207,99.9,3,7500 | 20000 | 6000
baseline,c26_nonsick_preg,C26.The reasons of visit/interact with health care providers although Pregnant M,character,0,0,4, | 1 | 7 | 1 6
baseline,c26_nonsick_preg_1,C26_1.[Antenatal care] is the reason that Pregnant Mother visit/interact with he,haven_labelled,3075,95.8,2,1 | 0
baseline,c26_nonsick_preg_2,C26_2.[Childbirth ] is the reason that Pregnant Mother visit/interact with healt,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_3,C26_3.[General check-up] is the reason that Pregnant Mother visit/interact with,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_4,C26_4.[Family planning] is the reason that Pregnant Mother visit/interact with h,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_5,C26_5.[Covid-19 vaccination] is the reason that Pregnant Mother visit/interact w,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_6,C26_6.[Other vaccination] is the reason that Pregnant Mother visit/interact with,haven_labelled,3075,95.8,2,0 | 1
baseline,c26_nonsick_preg_7,C26_7.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,3075,95.8,2,0 | 1
baseline,c26_nonsick_u7_1,C26.The reasons of visit/interact with health care providers although [Child (1),character,0,0,7, | 4 | 1 | 1 4 | 2
baseline,c26_nonsick_u7_1_1,C26_1.[Under five visit with vaccination] is the reason that Under 6 children vi,haven_labelled,2192,68.3,2,0 | 1
baseline,c26_nonsick_u7_1_2,C26_1.[Under five visit with vaccination] is the reason that Under 6 children vi,haven_labelled,2909,90.6,2,0 | 1
baseline,c26_nonsick_u7_1_3,C26_1.[Under five visit with vaccination] is the reason that Under 6 children vi,haven_labelled,3165,98.6,2,0 | 1
baseline,c26_nonsick_u7_1_4,C26_1.[Under five visit with vaccination] is the reason that Under 6 children vi,haven_labelled,3207,99.9,1,0
baseline,c26_nonsick_u7_2,C26.The reasons of visit/interact with health care providers although [Child (2),character,0,0,5, | 4 | 1 | 1 4 | 3
baseline,c26_nonsick_u7_2_1,C26_2.[Under five visit without vaccination] is the reason that Under 6 children,haven_labelled,2192,68.3,2,0 | 1
baseline,c26_nonsick_u7_2_2,C26_2.[Under five visit without vaccination] is the reason that Under 6 children,haven_labelled,2909,90.6,1,0
baseline,c26_nonsick_u7_2_3,C26_2.[Under five visit without vaccination] is the reason that Under 6 children,haven_labelled,3165,98.6,1,0
baseline,c26_nonsick_u7_2_4,C26_2.[Under five visit without vaccination] is the reason that Under 6 children,haven_labelled,3207,99.9,1,0
baseline,c26_nonsick_u7_3,C26.The reasons of visit/interact with health care providers although [Child (3),character,0,0,3, | 4 | 1
baseline,c26_nonsick_u7_3_1,C26_3.[General check-up] is the reason that Under 6 children visit/interact with,haven_labelled,2192,68.3,2,0 | 1
baseline,c26_nonsick_u7_3_2,C26_3.[General check-up] is the reason that Under 6 children visit/interact with,haven_labelled,2909,90.6,2,0 | 1
baseline,c26_nonsick_u7_3_3,C26_3.[General check-up] is the reason that Under 6 children visit/interact with,haven_labelled,3165,98.6,1,0
baseline,c26_nonsick_u7_3_4,C26_3.[General check-up] is the reason that Under 6 children visit/interact with,haven_labelled,3207,99.9,1,0
baseline,c26_nonsick_u7_4,C26.The reasons of visit/interact with health care providers although [Child (4),character,0,0,2, | 4
baseline,c26_nonsick_u7_4_1,C26_4.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,2188,68.2,2,1 | 0
baseline,c26_nonsick_u7_4_2,C26_4.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,2905,90.5,2,1 | 0
baseline,c26_nonsick_u7_4_3,C26_4.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,3165,98.6,2,1 | 0
baseline,c26_nonsick_u7_4_4,C26_4.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,3207,99.9,1,1
baseline,c27_notconsult_preg,C27.The reasons that the [Pregnant Mother] didn't seek health care although sick,character,0,0,17, | 1 2 | 1 | 2 | 2 3
baseline,c27_notconsult_preg_1,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,3133,97.6,2,1 | 0
baseline,c27_notconsult_preg_10,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_11,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_12,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_13,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_14,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_15,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_16,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_17,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_18,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_19,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_2,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,3133,97.6,2,1 | 0
baseline,c27_notconsult_preg_20,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_21,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_22,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_23,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_24,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_25,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_3,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_4,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_5,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_6,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_7,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_8,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_9,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_u7_1,C27.The reasons that the [Child (1)] didn't seek health care although sick/injur,character,0,0,63, | 3 9 | 1 2 | 1 2 13 | 3
baseline,c27_notconsult_u7_10_1,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_10_2,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_10_3,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_10_4,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_11_1,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,2338,72.8,1,0
baseline,c27_notconsult_u7_11_2,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_11_3,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_11_4,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_12_1,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,2338,72.8,1,0
baseline,c27_notconsult_u7_12_2,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_12_3,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_12_4,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_13_1,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_13_2,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_13_3,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_13_4,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_14_1,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_14_2,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_14_3,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_14_4,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_15_1,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,2338,72.8,1,0
baseline,c27_notconsult_u7_15_2,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_15_3,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_15_4,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_16_1,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_16_2,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_16_3,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_16_4,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_17_1,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_17_2,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_17_3,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_17_4,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_18_1,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_18_2,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_18_3,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_18_4,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_19_1,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_19_2,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_19_3,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_19_4,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_1_1,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_1_2,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_1_3,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,3175,98.9,2,1 | 0
baseline,c27_notconsult_u7_1_4,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_2,C27.The reasons that the [Child (2)] didn't seek health care although sick/injur,character,0,0,24, | 2 | 3 | 2 3 | 1
baseline,c27_notconsult_u7_20_1,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_20_2,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_20_3,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_20_4,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_21_1,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_21_2,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_21_3,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_21_4,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_22_1,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_22_2,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_22_3,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_22_4,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_23_1,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,2339,72.9,1,0
baseline,c27_notconsult_u7_23_2,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_23_3,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_23_4,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_24_1,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_24_2,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,2977,92.7,2,0 | 1
baseline,c27_notconsult_u7_24_3,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,3175,98.9,2,0 | 1
baseline,c27_notconsult_u7_24_4,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_25_1,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,2339,72.9,2,0 | 1
baseline,c27_notconsult_u7_25_2,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_25_3,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_25_4,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,3208,99.9,1,0
baseline,c27_notconsult_u7_2_1,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,2338,72.8,2,0 | 1
baseline,c27_notconsult_u7_2_2,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,2976,92.7,2,1 | 0
baseline,c27_notconsult_u7_2_3,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,3175,98.9,2,1 | 0
baseline,c27_notconsult_u7_2_4,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,3208,99.9,1,0
