wave,var,label,type,n_missing,pct_missing,n_unique,examples
baseline,c11_disease_preg_14,C11_14.[Hypertension] was disease diagnosed by doctor/health care provider for t,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_15,C11_15.[Diabetes] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_16,C11_16.[Nausea and vomiting] was disease diagnosed by doctor/health care provide,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_17,"C11_17.[Accidents (motorbike/car accidents, etc)] was disease diagnosed by docto",haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_18,C11_18.[Occupational injuries or other injuries] was disease diagnosed by doctor,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_19,C11_19.[Oral disease] was disease diagnosed by doctor/health care provider for t,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_2,C11_2.[Dengue Hemorrhagic Fever] was disease diagnosed by doctor/health care pro,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_20,C11_20.[Low blood pressure/hypotension] was disease diagnosed by doctor/health c,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_21,"C11_21.[Complications of pregnancy (diziness, bleeding, pain,weakness)] was dise",haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_22,C11_22.[Heart disease] was disease diagnosed by doctor/health care provider for,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_23,C11_23.[Sore throat] was disease diagnosed by doctor/health care provider for th,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_24,C11_24.[Muscle and joint pain] was disease diagnosed by doctor/health care provi,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_25,C11_25.[Food poison] was disease diagnosed by doctor/health care provider for th,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_26,C11_26.[Gastritics] was disease diagnosed by doctor/health care provider for the,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_27,C11_27.[Urinary tract infection(UTI)] was disease diagnosed by doctor/health car,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_28,C11_28.[Neurological disorders/headache] was disease diagnosed by doctor/health,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_29,C11_29.[Constipation] was disease diagnosed by doctor/health care provider for t,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_3,C11_3.[Fever] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_30,C11_30.[Pneumonia/AVI/Other respiratory tract infections] was disease diagnosed,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_31,C11_31.[Asthema] was disease diagnosed by doctor/health care provider for the re,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_32,C11_32.[Intestinal worms] was disease diagnosed by doctor/health care provider f,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_33,C11_33.[Bone demorfimty] was disease diagnosed by doctor/health care provider fo,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_34,C11_34.[Indigestion] was disease diagnosed by doctor/health care provider for th,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_35,C11_35.[Hydrocephalus] was disease diagnosed by doctor/health care provider for,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_36,C11_36.[Bloating] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_37,C11_37.[Ear infection] was disease diagnosed by doctor/health care provider for,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_38,C11_38.[Epistasis] was disease diagnosed by doctor/health care provider for the,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_39,C11_39.[Epilepsy/seizure] was disease diagnosed by doctor/health care provider f,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_4,C11_4.[Malaria] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_40,C11_40.[Paralysis] was disease diagnosed by doctor/health care provider for the,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_41,C11_41.[Medical checkup/investigations] was disease diagnosed by doctor/health c,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_42,C11_42.[Weakness] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_43,C11_43.[Back pain] was disease diagnosed by doctor/health care provider for the,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_44,C11_44.[Jaundice] was disease diagnosed by doctor/health care provider for the r,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_45,C11_45.[Eyes disease/eyes infection] was disease diagnosed by doctor/health care,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_5,C11_5.[Typhoid] was disease diagnosed by doctor/health care provider for the rec,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_6,C11_6.[Kidney disease] was disease diagnosed by doctor/health care provider for,haven_labelled,3001,93.5,1,0
baseline,c11_disease_preg_7,"C11_7.[Skin diseases (e.g., boils, lesions, etc.)] was disease diagnosed by doct",haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_8,C11_8.[Cough] was disease diagnosed by doctor/health care provider for the recen,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_preg_9,C11_9.[Nasal congestion] was disease diagnosed by doctor/health care provider fo,haven_labelled,3001,93.5,2,0 | 1
baseline,c11_disease_u7_21_1,"C11_21.[Complications of pregnancy (diziness, bleeding, pain,weakness)] was dise",haven_labelled,2120,66,1,0
baseline,c11_disease_u7_21_2,"C11_21.[Complications of pregnancy (diziness, bleeding, pain,weakness)] was dise",haven_labelled,2932,91.3,1,0
baseline,c11_disease_u7_21_3,"C11_21.[Complications of pregnancy (diziness, bleeding, pain,weakness)] was dise",haven_labelled,3169,98.7,1,0
baseline,c11_disease_u7_21_4,"C11_21.[Complications of pregnancy (diziness, bleeding, pain,weakness)] was dise",haven_labelled,3207,99.9,1,0
baseline,c12_diagnose_preg,C12.Diagnostic / lab tests performed [Pregnant Mother],haven_labelled,3001,93.5,2,0 | 1
baseline,c13_medication_preg,C13.Prescribing medications [Pregnant Mother],haven_labelled,3001,93.5,2,1 | 0
baseline,c14_meditake_preg,C14.Taking the medicines as prescribed [Pregnant Mother],haven_labelled,3006,93.6,2,1 | 0
baseline,c15_format_preg,C15.Format of seeking medical advice/treatment [Pregnant Mother],character,0,0,5, | 1 | 1 2 3 | 1 2 | 2
baseline,c15_format_preg_1,C15_1.[In person] was the format of health seeking in the last 30 days.,haven_labelled,3001,93.5,2,1 | 0
baseline,c15_format_preg_2,C15_2.[Telemdicine only] was the format of health seeking in the last 30 days.,haven_labelled,3001,93.5,2,0 | 1
baseline,c15_format_preg_3,C15_3.[Mix of inperson and telemedcicne] was the format of health seeking in the,haven_labelled,3001,93.5,2,0 | 1
baseline,c16_virtual_preg,C16.Ways of telemedicine consultations in  the last 30 days [Pregnant Mother],character,0,0,2, | 4
baseline,c16_virtual_preg_1,C16_1.[Text Message] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3205,99.8,1,0
baseline,c16_virtual_preg_2,C16_2.[Email] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3205,99.8,1,0
baseline,c16_virtual_preg_3,"C16_3.[Messaging within a website (e.g., patient portal, viber, telegram, messen",haven_labelled,3205,99.8,1,0
baseline,c16_virtual_preg_4,C16_4.[Phone calls] was the ways of teleconsultations used in the last 30 days.,haven_labelled,3205,99.8,1,1
baseline,c16_virtual_preg_5,"C16_5.[Videoconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3205,99.8,1,0
baseline,c16_virtual_preg_6,"C16_6.[Audioconference (e.g viber, telegram, messenger)] was the ways of telecon",haven_labelled,3205,99.8,1,0
baseline,c16_virtual_preg_7,C16_7.[eVisit (when you answer questions about your health issue online and hear,haven_labelled,3205,99.8,1,0
baseline,c17_virtime_preg,C17.Times of telemedicine consultations in  the last 30 days [Pregnant Mother],numeric,3205,99.8,2,3 | 1
baseline,c18_virlast_preg,C18.Ways of telemedicine consultation for the most recent visit in the last 30 d,haven_labelled,3205,99.8,1,4
baseline,c19_pertime_preg,C19.Times in-person consultation visits in the last 30 days [Pregnant Mother],numeric,3003,93.6,6,3 | 1 | 4 | 2 | 5
baseline,c1_time_preg,C1.Time of consulting/visiting/interaction with health care providers in the las,numeric,2789,86.9,20,2 | 10 | 3 | 1 | 8
baseline,c20_personlast_preg,C20.Place of in person visist for the most recent visit in the last 30 days [Pre,haven_labelled,3003,93.6,14,8 | 7 | 1 | 11 | 4
baseline,c21_health_preg,C21. Money spent on direct health care costs for the most recent visit [Pregnant,numeric,3001,93.5,41,15000 | 5000 | 10000 | 3000 | 70000
baseline,c22_nonhealth_preg,C22.Money was spent on indirect healthcare costs for the most recent visit [Preg,numeric,3001,93.5,25,2000 | 1500 | 5000 | 30000 | 0
baseline,c22b_total,C22b.Total health care cost for primary care visits [Pregnant mother],numeric,3001,93.5,66,17000 | 7000 | 11500 | 8000 | 100000
baseline,c23_reimburse_preg,C23.Amount of money [MMK] reimbursed from main health insurance [Pregnant Mother,numeric,3181,99.1,6,0 | 20000 | 8600 | 10000 | 5000
baseline,c23_reimburse_u7_1,C23.Amount of money [MMK] reimbursed from main health insurance [Child (1)],numeric,3192,99.4,3,50000 | 0 | 40000
baseline,c23_reimburse_u7_2,C23.Amount of money [MMK] reimbursed from main health insurance [Child (2)],numeric,3199,99.7,2,0 | 40000
baseline,c23_reimburse_u7_3,C23.Amount of money [MMK] reimbursed from main health insurance [Child (3)],numeric,3209,100,1,15000
baseline,c24_stopnormal_preg,C24.Number Days stoped normal activities because of the illness [Pregnant Mother,numeric,2924,91.1,13,5 | 10 | 4 | 6 | 2
baseline,c25_assist_preg,C25.Gov/NGO/INGO assistance for [Pregnant Mother],character,0,0,9, | 7 | 0 | 3 | 4
baseline,c25_assist_preg_0,C25_0.[None] is the orgainzation where the assistance is received currently.,haven_labelled,2789,86.9,2,0 | 1
baseline,c25_assist_preg_1,C25_1.[Save the children] is the orgainzation where the assistance is received c,haven_labelled,2789,86.9,1,0
baseline,c25_assist_preg_2,C25_2.[LIFT] is the orgainzation where the assistance is received currently.,haven_labelled,2789,86.9,1,0
baseline,c25_assist_preg_3,C25_3.[MCCT] is the orgainzation where the assistance is received currently.,haven_labelled,2789,86.9,2,0 | 1
baseline,c25_assist_preg_4,C25_4.[UNICEF] is the orgainzation where the assistance is received currently.,haven_labelled,2789,86.9,2,0 | 1
baseline,c25_assist_preg_5,C25_5.[World Food Program (WFP)] is the orgainzation where the assistance is rec,haven_labelled,2789,86.9,2,0 | 1
baseline,c25_assist_preg_6,C25_6.[Local charity organizations] is the orgainzation where the assistance is,haven_labelled,2789,86.9,2,0 | 1
baseline,c25_assist_preg_7,C25_7.[TdH] is the orgainzation where the assistance is received currently.,haven_labelled,2789,86.9,2,1 | 0
baseline,c25_assist_preg_8,C25_8.[Myat Wynn Lay Myar group] is the orgainzation where the assistance is rec,haven_labelled,2789,86.9,1,0
baseline,c25_assist_preg_98,C25_98.Don't know the orgainzation where the assistance is received currently.,haven_labelled,2789,86.9,2,0 | 1
baseline,c25_assist_u7_0_1,C25_0.[None] is the orgainzation where the assistance is received currently.,haven_labelled,255,7.9,2,0 | 1
baseline,c25_assist_u7_0_2,C25_0.[None] is the orgainzation where the assistance is received currently.,haven_labelled,2439,76,2,0 | 1
baseline,c25_assist_u7_0_3,C25_0.[None] is the orgainzation where the assistance is received currently.,haven_labelled,3097,96.5,2,1 | 0
baseline,c25_assist_u7_0_4,C25_0.[None] is the orgainzation where the assistance is received currently.,haven_labelled,3202,99.8,2,0 | 1
baseline,c25_assist_u7_1,C25.Gov/NGO/INGO assistance for [Child (1)],character,0,0,20,Don't know | 0 | 7 | 0 7 | 1
baseline,c25_assist_u7_1_1,C25_1.[Save the children] is the orgainzation where the assistance is received c,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_1_2,C25_1.[Save the children] is the orgainzation where the assistance is received c,haven_labelled,2400,74.8,2,0 | 1
baseline,c25_assist_u7_1_3,C25_1.[Save the children] is the orgainzation where the assistance is received c,haven_labelled,3089,96.2,2,0 | 1
baseline,c25_assist_u7_1_4,C25_1.[Save the children] is the orgainzation where the assistance is received c,haven_labelled,3202,99.8,1,0
baseline,c25_assist_u7_2,C25.Gov/NGO/INGO assistance for [Child (2)],character,0,0,15, | 6 | 7 | 0 | 4
baseline,c25_assist_u7_2_1,C25_2.[LIFT] is the orgainzation where the assistance is received currently.,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_2_2,C25_2.[LIFT] is the orgainzation where the assistance is received currently.,haven_labelled,2400,74.8,2,0 | 1
baseline,c25_assist_u7_2_3,C25_2.[LIFT] is the orgainzation where the assistance is received currently.,haven_labelled,3089,96.2,1,0
baseline,c25_assist_u7_2_4,C25_2.[LIFT] is the orgainzation where the assistance is received currently.,haven_labelled,3202,99.8,1,0
baseline,c25_assist_u7_3,C25.Gov/NGO/INGO assistance for [Child (3)],character,0,0,10, | 0 3 | 0 | 7 | Don't know
baseline,c25_assist_u7_3_1,C25_3.[MCCT] is the orgainzation where the assistance is received currently.,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_3_2,C25_3.[MCCT] is the orgainzation where the assistance is received currently.,haven_labelled,2400,74.8,2,0 | 1
baseline,c25_assist_u7_3_3,C25_3.[MCCT] is the orgainzation where the assistance is received currently.,haven_labelled,3089,96.2,2,1 | 0
baseline,c25_assist_u7_3_4,C25_3.[MCCT] is the orgainzation where the assistance is received currently.,haven_labelled,3202,99.8,1,0
baseline,c25_assist_u7_4,C25.Gov/NGO/INGO assistance for [Child (4)],character,0,0,3, | 0 | 7
baseline,c25_assist_u7_4_1,C25_4.[UNICEF] is the orgainzation where the assistance is received currently.,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_4_2,C25_4.[UNICEF] is the orgainzation where the assistance is received currently.,haven_labelled,2400,74.8,2,0 | 1
baseline,c25_assist_u7_4_3,C25_4.[UNICEF] is the orgainzation where the assistance is received currently.,haven_labelled,3089,96.2,2,0 | 1
baseline,c25_assist_u7_4_4,C25_4.[UNICEF] is the orgainzation where the assistance is received currently.,haven_labelled,3202,99.8,1,0
baseline,c25_assist_u7_5_1,C25_5.[World Food Program (WFP)] is the orgainzation where the assistance is rec,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_5_2,C25_5.[World Food Program (WFP)] is the orgainzation where the assistance is rec,haven_labelled,2400,74.8,2,0 | 1
baseline,c25_assist_u7_5_3,C25_5.[World Food Program (WFP)] is the orgainzation where the assistance is rec,haven_labelled,3089,96.2,2,0 | 1
baseline,c25_assist_u7_5_4,C25_5.[World Food Program (WFP)] is the orgainzation where the assistance is rec,haven_labelled,3202,99.8,1,0
baseline,c25_assist_u7_6_1,C25_6.[Local charity organizations] is the orgainzation where the assistance is,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_6_2,C25_6.[Local charity organizations] is the orgainzation where the assistance is,haven_labelled,2400,74.8,2,1 | 0
baseline,c25_assist_u7_6_3,C25_6.[Local charity organizations] is the orgainzation where the assistance is,haven_labelled,3089,96.2,1,0
baseline,c25_assist_u7_6_4,C25_6.[Local charity organizations] is the orgainzation where the assistance is,haven_labelled,3202,99.8,1,0
baseline,c25_assist_u7_7_1,C25_7.[TdH] is the orgainzation where the assistance is received currently.,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_7_2,C25_7.[TdH] is the orgainzation where the assistance is received currently.,haven_labelled,2397,74.7,2,0 | 1
baseline,c25_assist_u7_7_3,C25_7.[TdH] is the orgainzation where the assistance is received currently.,haven_labelled,3088,96.2,2,0 | 1
baseline,c25_assist_u7_7_4,C25_7.[TdH] is the orgainzation where the assistance is received currently.,haven_labelled,3202,99.8,2,0 | 1
baseline,c25_assist_u7_8_1,C25_8.[Myat Wynn Lay Myar group] is the orgainzation where the assistance is rec,haven_labelled,230,7.2,2,0 | 1
baseline,c25_assist_u7_8_2,C25_8.[Myat Wynn Lay Myar group] is the orgainzation where the assistance is rec,haven_labelled,2400,74.8,1,0
baseline,c25_assist_u7_8_3,C25_8.[Myat Wynn Lay Myar group] is the orgainzation where the assistance is rec,haven_labelled,3089,96.2,1,0
baseline,c25_assist_u7_8_4,C25_8.[Myat Wynn Lay Myar group] is the orgainzation where the assistance is rec,haven_labelled,3202,99.8,1,0
baseline,c25_assist_u7_98_1,C25_98.Don't know the orgainzation where the assistance is received currently.,haven_labelled,255,7.9,2,1 | 0
baseline,c25_assist_u7_98_2,C25_98.Don't know the orgainzation where the assistance is received currently.,haven_labelled,2439,76,2,0 | 1
baseline,c25_assist_u7_98_3,C25_98.Don't know the orgainzation where the assistance is received currently.,haven_labelled,3097,96.5,2,0 | 1
baseline,c25_assist_u7_98_4,C25_98.Don't know the orgainzation where the assistance is received currently.,haven_labelled,3202,99.8,1,0
baseline,c26_nonsick_preg,C26.The reasons of visit/interact with health care providers although Pregnant M,character,0,0,4, | 1 | 7 | 1 6
baseline,c26_nonsick_preg_1,C26_1.[Antenatal care] is the reason that Pregnant Mother visit/interact with he,haven_labelled,3075,95.8,2,1 | 0
baseline,c26_nonsick_preg_2,C26_2.[Childbirth ] is the reason that Pregnant Mother visit/interact with healt,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_3,C26_3.[General check-up] is the reason that Pregnant Mother visit/interact with,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_4,C26_4.[Family planning] is the reason that Pregnant Mother visit/interact with h,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_5,C26_5.[Covid-19 vaccination] is the reason that Pregnant Mother visit/interact w,haven_labelled,3075,95.8,1,0
baseline,c26_nonsick_preg_6,C26_6.[Other vaccination] is the reason that Pregnant Mother visit/interact with,haven_labelled,3075,95.8,2,0 | 1
baseline,c26_nonsick_preg_7,C26_7.[Didn't go to heath care facillity or consult with health care provider] i,haven_labelled,3075,95.8,2,0 | 1
baseline,c27_notconsult_preg,C27.The reasons that the [Pregnant Mother] didn't seek health care although sick,character,0,0,17, | 1 2 | 1 | 2 | 2 3
baseline,c27_notconsult_preg_1,C27_1.[Not serious illness] was the reason that do not visit/interact with healt,haven_labelled,3133,97.6,2,1 | 0
baseline,c27_notconsult_preg_10,C27_10.[Too far] was the reason that do not visit/interact with health care prov,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_11,C27_11.[Could not get permission] was the reason that do not visit/interact with,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_12,C27_12.[Embarrassment] was the reason that do not visit/interact with health car,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_13,C27_13.[Problem disappeared] was the reason that do not visit/interact with heal,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_14,C27_14.[Didn’t want to go/ anxious] was the reason that do not visit/interact wi,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_15,C27_15.[Bad previous experience] was the reason that do not visit/interact with,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_16,C27_16.[Couldn’t stop working] was the reason that do not visit/interact with he,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_17,C27_17.[Had children/ other responsibilities at home] was the reason that do not,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_18,C27_18.[There were insufficient health care providers at the clinics/hospitals],haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_19,C27_19.[Doctors or health care providers didn’t allow me to come] was the reason,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_2,C27_2.[Self-treated] was the reason that do not visit/interact with health care,haven_labelled,3133,97.6,2,1 | 0
baseline,c27_notconsult_preg_20,C27_20.[Concern about getting Covid 19] was the reason that do not visit/interac,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_21,C27_21.[Concern about transmitting Covid 19 to other people] was the reason that,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_22,C27_22.[Clinics were closed] was the reason that do not visit/interact with heal,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_23,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_24,C27_24.[Lack of available transportation] was the reason that do not visit/inter,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_25,C27_25.[Clinic/ hospital had a long wait time] was the reason that do not visit/,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_3,C27_3.[No money for treatment] was the reason that do not visit/interact with he,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_4,C27_4.[Too far] was the reason that do not visit/interact with health care provi,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_5,C27_5.[Poor services] was the reason that do not visit/interact with health care,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_6,C27_6.[Not safe] was the reason that do not visit/interact with health care prov,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_preg_7,C27_7.[Do not know can be fixed] was the reason that do not visit/interact with,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_8,C27_8.[Do not know where to go] was the reason that do not visit/interact with h,haven_labelled,3133,97.6,1,0
baseline,c27_notconsult_preg_9,C27_9.[Too expensive] was the reason that do not visit/interact with health care,haven_labelled,3133,97.6,2,0 | 1
baseline,c27_notconsult_u7_23_1,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,2339,72.9,1,0
baseline,c27_notconsult_u7_23_2,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,2977,92.7,1,0
baseline,c27_notconsult_u7_23_3,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3175,98.9,1,0
baseline,c27_notconsult_u7_23_4,C27_23.[Could not get appointment or appointment was cancelled or postponed (eg.,haven_labelled,3208,99.9,1,0
baseline,c28_inpatient_preg,C28.Hospitalization during 12 months [Pregnant Mother],haven_labelled,2789,86.9,2,0 | 1
baseline,c29_insu_preg,C29.Main (government or private) health insurance covering inpatient care[Pregna,haven_labelled,2789,86.9,5,0 | 1 | 2 | 3 | 98
baseline,c29_insu_u7_1,C29.Main (government or private) health insurance covering inpatient care[Child,numeric,230,7.2,6,0 | 98 | 2 | 1 | 4
baseline,c29_insu_u7_2,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,2400,74.8,5,0 | 4 | 98 | 1 | 2
baseline,c29_insu_u7_3,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,3089,96.2,2,0 | 1
baseline,c29_insu_u7_4,C29.Main (government or private) health insurance covering inpatient care[Child,haven_labelled,3202,99.8,1,0
baseline,c2_nature_preg,C2.Nature of the interactions in the last 12 months [Pregnant Mother],character,0,0,9, | 1 3 | 1 6 | 1 | 6
baseline,c2_nature_preg_1,C2_1.[Illness/ Injury] was the nature of visit/interaction in the last 12 months,haven_labelled,2823,87.9,2,1 | 0
baseline,c2_nature_preg_10,C2_10.[Obesity] was the nature of visit/interaction in the last 12 months.,haven_labelled,2836,88.3,1,0
baseline,c2_nature_preg_2,C2_2.[Child immunization] was the nature of visit/interaction in the last 12 mon,haven_labelled,2836,88.3,2,0 | 1
baseline,c2_nature_preg_3,C2_3.[Antenatal care] was the nature of visit/interaction in the last 12 months.,haven_labelled,2832,88.2,2,1 | 0
baseline,c2_nature_preg_4,C2_4.[Influenza Vaccination] was the nature of visit/interaction in the last 12,haven_labelled,2836,88.3,1,0
baseline,c2_nature_preg_5,C2_5.[Covid 19 vaccination] was the nature of visit/interaction in the last 12 m,haven_labelled,2836,88.3,1,0
baseline,c2_nature_preg_6,C2_6.[Medical checkup] was the nature of visit/interaction in the last 12 months,haven_labelled,2836,88.3,2,0 | 1
baseline,c2_nature_preg_7,C2_7.[Receiving health education/medical advice] was the nature of visit/interac,haven_labelled,2836,88.3,1,0
baseline,c2_nature_preg_8,C2_8.[Newborn followup] was the nature of visit/interaction in the last 12 month,haven_labelled,2836,88.3,1,0
baseline,c2_nature_preg_9,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,2836,88.3,1,0
baseline,c2_nature_u7_9_1,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,1312,40.9,2,0 | 1
baseline,c2_nature_u7_9_2,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,2742,85.4,1,0
baseline,c2_nature_u7_9_3,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,3152,98.2,1,0
baseline,c2_nature_u7_9_4,C2_9.[Low birth weight] was the nature of visit/interaction in the last 12 month,haven_labelled,3208,99.9,1,0
baseline,c30_episode_preg,C30.Episodes of hospitalization in the last 12 months [Pregnant Mother],numeric,3194,99.5,3,1 | 4 | 3
baseline,c31_disease_preg,C31.Reasons for hospitalization for the most recent episode [Pregnant Mother],character,0,0,13, | 24 | 22 | 36 | 5
baseline,c31_disease_preg_1,C31_1.[Malaria/ fever] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_10,C31_10.[Diabetes] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_11,C31_11.[Hypertension] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
baseline,c31_disease_preg_12,C31_12.[Diarrhea] was the reason for hospitalization.,haven_labelled,3194,99.5,1,0
