wave,var,value,value_label
endline,a15_u7_relation_1,99,Other (Specify):
endline,a16_u7gender_2,0,Female
endline,a16_u7gender_2,1,Male
endline,a15_u7_relation_2,1,Birthmother
endline,a15_u7_relation_2,2,Aunty
endline,a15_u7_relation_2,3,Grandmother
endline,a15_u7_relation_2,4,Adopted mother
endline,a15_u7_relation_2,5,Sister
endline,a15_u7_relation_2,6,Brother in law
endline,a15_u7_relation_2,7,father
endline,a15_u7_relation_2,99,Other (Specify):
endline,a16_u7gender_3,0,Female
endline,a16_u7gender_3,1,Male
endline,a15_u7_relation_3,1,Birthmother
endline,a15_u7_relation_3,2,Aunty
endline,a15_u7_relation_3,3,Grandmother
endline,a15_u7_relation_3,4,Adopted mother
endline,a15_u7_relation_3,5,Sister
endline,a15_u7_relation_3,6,Brother in law
endline,a15_u7_relation_3,7,father
endline,a15_u7_relation_3,99,Other (Specify):
endline,b3_electricity_1,0,No
endline,b3_electricity_1,1,Yes
endline,b3_electricity_2,0,No
endline,b3_electricity_2,1,Yes
endline,b3_electricity_3,0,No
endline,b3_electricity_3,1,Yes
endline,b3_electricity_4,0,No
endline,b3_electricity_4,1,Yes
endline,b3_electricity_5,0,No
endline,b3_electricity_5,1,Yes
endline,b3_electricity_6,0,No
endline,b3_electricity_6,1,Yes
endline,b3_electricity_7,0,No
endline,b3_electricity_7,1,Yes
endline,b3_electricity_0,0,No
endline,b3_electricity_0,1,Yes
endline,b4_water,1,Surface water (river/dam/ lake/pond/stream/spring။canal/ irrigation channel)
endline,b4_water,2,Ponds
endline,b4_water,3,Rainwater
endline,b4_water,4,Hand dug wells
endline,b4_water,5,Tube well / manual water pump/ borehole
endline,b4_water,6,Piped water
endline,b4_water,7,"storage tank,"
endline,b4_water,8,water truck
endline,b4_water,9,bottled water
endline,b4_water,10,Public tap/standpipe
endline,b4_water,11,Tanker truck
endline,b4_water,12,Cart with small tank
endline,b4_water,13,Stream
endline,b4_water,99,Others (specify)
endline,b5_roof,1,Thatch
endline,b5_roof,2,Large leaves
endline,b5_roof,3,Palm
endline,b5_roof,4,Dhani
endline,b5_roof,5,Bamboo
endline,b5_roof,6,Metal
endline,b5_roof,7,Concrete roofing
endline,b5_roof,8,Concrete flat roof
endline,b5_roof,9,Plastic
endline,b5_roof,10,No roof and stay under the bridge
endline,b5_roof,11,Paper
endline,b5_roof,99,Others (specify)
endline,b6_wall,1,Thatch
endline,b6_wall,2,Large leaves
endline,b6_wall,3,Palm
endline,b6_wall,4,Dhani
endline,b6_wall,5,Bamboo
endline,b6_wall,6,Brick
endline,b6_wall,7,Wood
endline,b6_wall,8,Using the wall of next door
endline,b6_wall,9,Stone
endline,b6_wall,10,Metal
endline,b6_wall,11,Plastic
endline,b6_wall,12,No wall and stay under the bridge
endline,b6_wall,99,Others (specify)
endline,b7_stove,0,No
endline,b7_stove,1,Yes
endline,b8_meat,0,No
endline,b8_meat,1,Yes
endline,c2_nature_preg_1,0,No
endline,c2_nature_preg_1,1,Yes
endline,c2_nature_preg_2,0,No
endline,c2_nature_preg_2,1,Yes
endline,c2_nature_preg_3,0,No
endline,c2_nature_preg_3,1,Yes
endline,c2_nature_preg_4,0,No
endline,c2_nature_preg_4,1,Yes
endline,c2_nature_preg_5,0,No
endline,c2_nature_preg_5,1,Yes
endline,c2_nature_preg_6,0,No
endline,c2_nature_preg_6,1,Yes
endline,c2_nature_preg_7,0,No
endline,c2_nature_preg_7,1,Yes
endline,c2_nature_preg_8,0,No
endline,c2_nature_preg_8,1,Yes
endline,c2_nature_preg_9,0,No
endline,c2_nature_preg_9,1,Yes
endline,c2_nature_preg_10,0,No
endline,c2_nature_preg_10,1,Yes
endline,c2_nature_preg_11,0,No
endline,c2_nature_preg_11,1,Yes
endline,c3_test_preg,0,No
endline,c3_test_preg,1,Yes
endline,c7_compare_preg,1,Healthcare use increased
endline,c7_compare_preg,2,Healthcare use decreased
endline,c7_compare_preg,3,Healthcare use did not change
endline,c71_compare2_preg,1,More
endline,c71_compare2_preg,2,Less
endline,c71_compare2_preg,3,The same
endline,c8_illyesno_preg,0,No
endline,c8_illyesno_preg,1,Yes
endline,c8_illyesno_preg,97,Prefer not to answer
endline,c8_illyesno_preg,98,Don't know
endline,c9_insu_preg,0,No health insurance
endline,c9_insu_preg,1,Social Security
endline,c9_insu_preg,2,Health Insurance through Employer
endline,c9_insu_preg,3,Other Privately Purchased Commercial Health Insurance
endline,c9_insu_preg,4,Mutual Health Organization/ Community-based Health Insurance
endline,c9_insu_preg,5,Bright start's support
endline,c9_insu_preg,6,Terre des hommes (Tdh)
endline,c9_insu_preg,7,UNICEF
endline,c9_insu_preg,8,Local charity organization
endline,c9_insu_preg,9,Pact Myanmar
endline,c9_insu_preg,98,Don't know
endline,c9_insu_preg,99,Other (Specify):
endline,c10_seekcare_preg,0,No
endline,c10_seekcare_preg,1,Yes
endline,c11_disease_preg_1,0,No
endline,c11_disease_preg_1,1,Yes
endline,c11_disease_preg_2,0,No
endline,c11_disease_preg_2,1,Yes
endline,c11_disease_preg_3,0,No
endline,c11_disease_preg_3,1,Yes
endline,c11_disease_preg_4,0,No
endline,c11_disease_preg_4,1,Yes
endline,c11_disease_preg_5,0,No
endline,c11_disease_preg_5,1,Yes
endline,c11_disease_preg_6,0,No
endline,c11_disease_preg_6,1,Yes
endline,c11_disease_preg_7,0,No
endline,c11_disease_preg_7,1,Yes
endline,c11_disease_preg_8,0,No
endline,c11_disease_preg_8,1,Yes
endline,c11_disease_preg_9,0,No
endline,c11_disease_preg_9,1,Yes
endline,c11_disease_preg_10,0,No
endline,c11_disease_preg_10,1,Yes
endline,c11_disease_preg_11,0,No
endline,c11_disease_preg_11,1,Yes
endline,c11_disease_preg_12,0,No
endline,c11_disease_preg_12,1,Yes
endline,c11_disease_preg_13,0,No
endline,c11_disease_preg_13,1,Yes
endline,c11_disease_preg_14,0,No
endline,c11_disease_preg_14,1,Yes
endline,c11_disease_preg_15,0,No
endline,c11_disease_preg_15,1,Yes
endline,c11_disease_preg_16,0,No
endline,c11_disease_preg_16,1,Yes
endline,c11_disease_preg_17,0,No
endline,c11_disease_preg_17,1,Yes
endline,c11_disease_preg_18,0,No
endline,c11_disease_preg_18,1,Yes
endline,c11_disease_preg_19,0,No
endline,c11_disease_preg_19,1,Yes
endline,c11_disease_preg_20,0,No
endline,c11_disease_preg_20,1,Yes
endline,c11_disease_preg_21,0,No
endline,c11_disease_preg_21,1,Yes
endline,c11_disease_preg_22,0,No
endline,c11_disease_preg_22,1,Yes
endline,c11_disease_preg_23,0,No
endline,c11_disease_preg_23,1,Yes
endline,c11_disease_preg_24,0,No
endline,c11_disease_preg_24,1,Yes
endline,c11_disease_preg_25,0,No
endline,c11_disease_preg_25,1,Yes
endline,c11_disease_preg_26,0,No
endline,c11_disease_preg_26,1,Yes
endline,c11_disease_preg_27,0,No
endline,c11_disease_preg_27,1,Yes
endline,c11_disease_preg_28,0,No
endline,c11_disease_preg_28,1,Yes
endline,c11_disease_preg_29,0,No
endline,c11_disease_preg_29,1,Yes
endline,c11_disease_preg_30,0,No
endline,c11_disease_preg_30,1,Yes
endline,c11_disease_preg_31,0,No
endline,c11_disease_preg_31,1,Yes
endline,c11_disease_preg_32,0,No
endline,c11_disease_preg_32,1,Yes
endline,c11_disease_preg_33,0,No
endline,c11_disease_preg_33,1,Yes
endline,c11_disease_preg_34,0,No
endline,c11_disease_preg_34,1,Yes
endline,c11_disease_preg_35,0,No
endline,c11_disease_preg_35,1,Yes
endline,c11_disease_preg_36,0,No
endline,c11_disease_preg_36,1,Yes
endline,c11_disease_preg_37,0,No
endline,c11_disease_preg_37,1,Yes
endline,c11_disease_preg_38,0,No
endline,c11_disease_preg_38,1,Yes
endline,c11_disease_preg_39,0,No
endline,c11_disease_preg_39,1,Yes
endline,c11_disease_preg_40,0,No
endline,c11_disease_preg_40,1,Yes
endline,c11_disease_preg_41,0,No
endline,c11_disease_preg_41,1,Yes
endline,c11_disease_preg_42,0,No
endline,c11_disease_preg_42,1,Yes
endline,c11_disease_preg_43,0,No
endline,c11_disease_preg_43,1,Yes
endline,c11_disease_preg_44,0,No
endline,c11_disease_preg_44,1,Yes
endline,c11_disease_preg_45,0,No
endline,c11_disease_preg_45,1,Yes
endline,c11_disease_preg_46,0,No
endline,c11_disease_preg_46,1,Yes
endline,c11_disease_preg_47,0,No
endline,c11_disease_preg_47,1,Yes
endline,c11_disease_preg_48,0,No
endline,c11_disease_preg_48,1,Yes
endline,c11_disease_preg_98,0,No
endline,c11_disease_preg_98,1,Yes
endline,c11_disease_preg_97,0,No
endline,c11_disease_preg_97,1,Yes
endline,c12_diagnose_preg,0,No
endline,c12_diagnose_preg,1,Yes
endline,c13_medication_preg,0,No
endline,c13_medication_preg,1,Yes
endline,c14_meditake_preg,0,No
endline,c14_meditake_preg,1,Yes
endline,c15_format_preg_1,0,No
endline,c15_format_preg_1,1,Yes
endline,c15_format_preg_2,0,No
endline,c15_format_preg_2,1,Yes
endline,c15_format_preg_3,0,No
endline,c15_format_preg_3,1,Yes
endline,c16_virtual_preg_1,0,No
endline,c16_virtual_preg_1,1,Yes
endline,c16_virtual_preg_2,0,No
endline,c16_virtual_preg_2,1,Yes
endline,c16_virtual_preg_3,0,No
endline,c16_virtual_preg_3,1,Yes
endline,c16_virtual_preg_4,0,No
endline,c16_virtual_preg_4,1,Yes
endline,c16_virtual_preg_5,0,No
endline,c16_virtual_preg_5,1,Yes
endline,c16_virtual_preg_6,0,No
endline,c16_virtual_preg_6,1,Yes
endline,c16_virtual_preg_7,0,No
endline,c16_virtual_preg_7,1,Yes
endline,c18_virlast_preg,1,Text Message
endline,c18_virlast_preg,2,Email
endline,c18_virlast_preg,3,"Messaging within a website (e.g., patient portal, viber, telegram, messenger)"
endline,c18_virlast_preg,4,Phone calls
endline,c18_virlast_preg,5,"Videoconference (e.g viber, telegram, messenger)"
endline,c18_virlast_preg,6,"Audioconference (e.g viber, telegram, messenger)"
endline,c18_virlast_preg,7,eVisit (when you answer questions about your health issue online and hear back from a doctor later)
endline,c20_personlast_preg,1,Gov't hospital
endline,c20_personlast_preg,2,Gov't rural health center (RHC)
endline,c20_personlast_preg,3,Peri-urban Health Center
endline,c20_personlast_preg,4,Maternal and Child Health Clinic/ Hospital
endline,c20_personlast_preg,5,Family Planning Clinic
endline,c20_personlast_preg,6,Birth Center
endline,c20_personlast_preg,7,Private Hospital/ Clinic
endline,c20_personlast_preg,8,Private Doctor's Office
endline,c20_personlast_preg,9,Traditional Medicine Hospitals
endline,c20_personlast_preg,10,Traditional Medicine Clinics
endline,c20_personlast_preg,11,Patient's Home
endline,c20_personlast_preg,12,Provider's home or store
endline,c20_personlast_preg,13,Charity clinics
endline,c20_personlast_preg,14,Military hospital
endline,c20_personlast_preg,15,Social Security Clinics
endline,c20_personlast_preg,16,Workers' Hospital
endline,c20_personlast_preg,17,Informal provider
endline,c20_personlast_preg,99,Other (Specify):
endline,filter_lastformat,1,In person
endline,filter_lastformat,2,Telemdicine only
endline,c25_assist_preg_0,0,No
endline,c25_assist_preg_0,1,Yes
endline,c25_assist_preg_1,0,No
endline,c25_assist_preg_1,1,Yes
endline,c25_assist_preg_2,0,No
endline,c25_assist_preg_2,1,Yes
endline,c25_assist_preg_3,0,No
endline,c25_assist_preg_3,1,Yes
endline,c25_assist_preg_4,0,No
endline,c25_assist_preg_4,1,Yes
endline,c25_assist_preg_5,0,No
endline,c25_assist_preg_5,1,Yes
endline,c25_assist_preg_6,0,No
endline,c25_assist_preg_6,1,Yes
endline,c25_assist_preg_7,0,No
endline,c25_assist_preg_7,1,Yes
endline,c25_assist_preg_8,0,No
endline,c25_assist_preg_8,1,Yes
endline,c25_assist_preg_9,0,No
endline,c25_assist_preg_9,1,Yes
endline,c25_assist_preg_10,0,No
endline,c25_assist_preg_10,1,Yes
endline,c25_assist_preg_11,0,No
endline,c25_assist_preg_11,1,Yes
endline,c25_assist_preg_12,0,No
endline,c25_assist_preg_12,1,Yes
endline,c25_assist_preg_97,0,No
endline,c25_assist_preg_97,1,Yes
endline,c25_assist_preg_98,0,No
endline,c25_assist_preg_98,1,Yes
endline,c26_nonsick_preg_1,0,No
endline,c26_nonsick_preg_1,1,Yes
endline,c26_nonsick_preg_2,0,No
endline,c26_nonsick_preg_2,1,Yes
endline,c26_nonsick_preg_3,0,No
endline,c26_nonsick_preg_3,1,Yes
endline,c26_nonsick_preg_4,0,No
endline,c26_nonsick_preg_4,1,Yes
endline,c26_nonsick_preg_5,0,No
endline,c26_nonsick_preg_5,1,Yes
endline,c26_nonsick_preg_6,0,No
endline,c26_nonsick_preg_6,1,Yes
endline,c26_nonsick_preg_7,0,No
endline,c26_nonsick_preg_7,1,Yes
endline,c27_notconsult_preg_1,0,No
endline,c27_notconsult_preg_1,1,Yes
endline,c27_notconsult_preg_2,0,No
endline,c27_notconsult_preg_2,1,Yes
endline,c27_notconsult_preg_3,0,No
endline,c27_notconsult_preg_3,1,Yes
endline,c27_notconsult_preg_4,0,No
endline,c27_notconsult_preg_4,1,Yes
endline,c27_notconsult_preg_5,0,No
endline,c27_notconsult_preg_5,1,Yes
endline,c27_notconsult_preg_6,0,No
endline,c27_notconsult_preg_6,1,Yes
endline,c27_notconsult_preg_7,0,No
endline,c27_notconsult_preg_7,1,Yes
endline,c27_notconsult_preg_8,0,No
endline,c27_notconsult_preg_8,1,Yes
endline,c27_notconsult_preg_9,0,No
endline,c27_notconsult_preg_9,1,Yes
endline,c27_notconsult_preg_10,0,No
endline,c27_notconsult_preg_10,1,Yes
endline,c27_notconsult_preg_11,0,No
endline,c27_notconsult_preg_11,1,Yes
endline,c27_notconsult_preg_12,0,No
endline,c27_notconsult_preg_12,1,Yes
endline,c27_notconsult_preg_13,0,No
endline,c27_notconsult_preg_13,1,Yes
endline,c27_notconsult_preg_14,0,No
endline,c27_notconsult_preg_14,1,Yes
endline,c27_notconsult_preg_15,0,No
endline,c27_notconsult_preg_15,1,Yes
endline,c27_notconsult_preg_16,0,No
endline,c27_notconsult_preg_16,1,Yes
endline,c27_notconsult_preg_17,0,No
endline,c27_notconsult_preg_17,1,Yes
endline,c27_notconsult_preg_18,0,No
endline,c27_notconsult_preg_18,1,Yes
endline,c27_notconsult_preg_19,0,No
endline,c27_notconsult_preg_19,1,Yes
endline,c27_notconsult_preg_20,0,No
endline,c27_notconsult_preg_20,1,Yes
endline,c27_notconsult_preg_21,0,No
endline,c27_notconsult_preg_21,1,Yes
endline,c27_notconsult_preg_22,0,No
endline,c27_notconsult_preg_22,1,Yes
endline,c27_notconsult_preg_23,0,No
endline,c27_notconsult_preg_23,1,Yes
endline,c27_notconsult_preg_24,0,No
endline,c27_notconsult_preg_24,1,Yes
endline,c28_inpatient_preg,0,No
endline,c28_inpatient_preg,1,Yes
endline,c29_insu_preg,0,No health insurance
endline,c29_insu_preg,1,Social Security
endline,c29_insu_preg,2,Health Insurance through Employer
endline,c29_insu_preg,3,Other Privately Purchased Commercial Health Insurance
endline,c29_insu_preg,4,Mutual Health Organization/ Community-based Health Insurance
endline,c29_insu_preg,5,Bright start's support
endline,c29_insu_preg,6,Terre des hommes (Tdh)
endline,c29_insu_preg,7,UNICEF
endline,c29_insu_preg,8,Local charity organization
endline,c29_insu_preg,9,Pact Myanmar
endline,c29_insu_preg,98,Don't know
endline,c29_insu_preg,99,Other (Specify):
endline,c31_disease_preg_1,0,No
endline,c31_disease_preg_1,1,Yes
endline,c31_disease_preg_2,0,No
endline,c31_disease_preg_2,1,Yes
endline,c31_disease_preg_3,0,No
endline,c31_disease_preg_3,1,Yes
endline,c31_disease_preg_4,0,No
endline,c31_disease_preg_4,1,Yes
endline,c31_disease_preg_5,0,No
endline,c31_disease_preg_5,1,Yes
endline,c31_disease_preg_6,0,No
endline,c31_disease_preg_6,1,Yes
endline,c31_disease_preg_7,0,No
endline,c31_disease_preg_7,1,Yes
endline,c31_disease_preg_8,0,No
endline,c31_disease_preg_8,1,Yes
endline,c31_disease_preg_9,0,No
endline,c31_disease_preg_9,1,Yes
endline,c31_disease_preg_10,0,No
endline,c31_disease_preg_10,1,Yes
endline,c31_disease_preg_11,0,No
endline,c31_disease_preg_11,1,Yes
endline,c31_disease_preg_12,0,No
endline,c31_disease_preg_12,1,Yes
endline,c31_disease_preg_13,0,No
endline,c31_disease_preg_13,1,Yes
endline,c31_disease_preg_14,0,No
endline,c31_disease_preg_14,1,Yes
endline,c31_disease_preg_15,0,No
endline,c31_disease_preg_15,1,Yes
endline,c31_disease_preg_16,0,No
endline,c31_disease_preg_16,1,Yes
endline,c31_disease_preg_17,0,No
endline,c31_disease_preg_17,1,Yes
endline,c31_disease_preg_18,0,No
endline,c31_disease_preg_18,1,Yes
endline,c31_disease_preg_19,0,No
endline,c31_disease_preg_19,1,Yes
endline,c31_disease_preg_20,0,No
endline,c31_disease_preg_20,1,Yes
endline,c31_disease_preg_21,0,No
endline,c31_disease_preg_21,1,Yes
endline,c31_disease_preg_22,0,No
endline,c31_disease_preg_22,1,Yes
endline,c31_disease_preg_23,0,No
endline,c31_disease_preg_23,1,Yes
endline,c31_disease_preg_24,0,No
endline,c31_disease_preg_24,1,Yes
endline,c31_disease_preg_25,0,No
endline,c31_disease_preg_25,1,Yes
endline,c31_disease_preg_26,0,No
endline,c31_disease_preg_26,1,Yes
endline,c31_disease_preg_27,0,No
endline,c31_disease_preg_27,1,Yes
endline,c31_disease_preg_28,0,No
endline,c31_disease_preg_28,1,Yes
endline,c31_disease_preg_29,0,No
endline,c31_disease_preg_29,1,Yes
endline,c31_disease_preg_30,0,No
endline,c31_disease_preg_30,1,Yes
endline,c31_disease_preg_31,0,No
endline,c31_disease_preg_31,1,Yes
endline,c31_disease_preg_32,0,No
endline,c31_disease_preg_32,1,Yes
endline,c31_disease_preg_33,0,No
endline,c31_disease_preg_33,1,Yes
endline,c31_disease_preg_34,0,No
endline,c31_disease_preg_34,1,Yes
endline,c31_disease_preg_35,0,No
endline,c31_disease_preg_35,1,Yes
endline,c31_disease_preg_36,0,No
endline,c31_disease_preg_36,1,Yes
endline,c31_disease_preg_37,0,No
endline,c31_disease_preg_37,1,Yes
endline,c31_disease_preg_38,0,No
endline,c31_disease_preg_38,1,Yes
endline,c31_disease_preg_39,0,No
endline,c31_disease_preg_39,1,Yes
endline,c31_disease_preg_40,0,No
endline,c31_disease_preg_40,1,Yes
endline,c31_disease_preg_41,0,No
endline,c31_disease_preg_41,1,Yes
endline,c31_disease_preg_42,0,No
endline,c31_disease_preg_42,1,Yes
endline,c31_disease_preg_43,0,No
endline,c31_disease_preg_43,1,Yes
endline,c31_disease_preg_44,0,No
endline,c31_disease_preg_44,1,Yes
endline,c32_opd_preg,0,No
endline,c32_opd_preg,1,Yes
endline,c33_hospital_preg,1,Government hospitals
endline,c33_hospital_preg,2,Government Maternal and child hospital
endline,c33_hospital_preg,3,Children Hospital
endline,c33_hospital_preg,4,Workers' hospitals
endline,c33_hospital_preg,5,Private hospitals
endline,c33_hospital_preg,6,Traditional Medicine Hospitals
endline,c33_hospital_preg,7,Military Hospital
endline,c33_hospital_preg,8,Charity Hospital
endline,c33_hospital_preg,9,Facility Covid Center/quarantine center
endline,c33_hospital_preg,97,Prefer not to answer
endline,c33_hospital_preg,98,Don't know
endline,c33_hospital_preg,99,Other (Specify)
endline,c2_nature_u7_1_1,0,No
endline,c2_nature_u7_1_1,1,Yes
endline,c2_nature_u7_2_1,0,No
endline,c2_nature_u7_2_1,1,Yes
endline,c2_nature_u7_3_1,0,No
endline,c2_nature_u7_3_1,1,Yes
endline,c2_nature_u7_4_1,0,No
endline,c2_nature_u7_4_1,1,Yes
endline,c2_nature_u7_5_1,0,No
endline,c2_nature_u7_5_1,1,Yes
endline,c2_nature_u7_6_1,0,No
endline,c2_nature_u7_6_1,1,Yes
endline,c2_nature_u7_7_1,0,No
endline,c2_nature_u7_7_1,1,Yes
endline,c2_nature_u7_8_1,0,No
endline,c2_nature_u7_8_1,1,Yes
endline,c2_nature_u7_9_1,0,No
endline,c2_nature_u7_9_1,1,Yes
endline,c2_nature_u7_10_1,0,No
endline,c2_nature_u7_10_1,1,Yes
endline,c2_nature_u7_11_1,0,No
endline,c2_nature_u7_11_1,1,Yes
endline,c3_test_u7_1,0,No
endline,c3_test_u7_1,1,Yes
endline,c7_compare_u7_1,1,Healthcare use increased
endline,c7_compare_u7_1,2,Healthcare use decreased
endline,c7_compare_u7_1,3,Healthcare use did not change
endline,c7_compare_u7_1,4,"The child was born after November,2021"
endline,c8_illyesno_u7_1,0,No
endline,c8_illyesno_u7_1,1,Yes
endline,c9_insu_u7_1,0,No health insurance
endline,c9_insu_u7_1,1,Social Security
endline,c9_insu_u7_1,2,Health Insurance through Employer
endline,c9_insu_u7_1,3,Other Privately Purchased Commercial Health Insurance
endline,c9_insu_u7_1,4,Mutual Health Organization/ Community-based Health Insurance
endline,c9_insu_u7_1,5,Bright start's support
endline,c9_insu_u7_1,6,Terre des hommes (Tdh)
endline,c9_insu_u7_1,7,UNICEF
endline,c9_insu_u7_1,8,Local charity organization
endline,c9_insu_u7_1,9,Pact Myanmar
endline,c9_insu_u7_1,98,Don't know
endline,c9_insu_u7_1,99,Other (Specify):
endline,c10_seekcare_u7_1,0,No
endline,c10_seekcare_u7_1,1,Yes
endline,c11_disease_u7_1_1,0,No
endline,c11_disease_u7_1_1,1,Yes
endline,c11_disease_u7_2_1,0,No
endline,c11_disease_u7_2_1,1,Yes
endline,c11_disease_u7_3_1,0,No
endline,c11_disease_u7_3_1,1,Yes
endline,c11_disease_u7_4_1,0,No
endline,c11_disease_u7_4_1,1,Yes
endline,c11_disease_u7_5_1,0,No
endline,c11_disease_u7_5_1,1,Yes
endline,c11_disease_u7_6_1,0,No
endline,c11_disease_u7_6_1,1,Yes
endline,c11_disease_u7_7_1,0,No
endline,c11_disease_u7_7_1,1,Yes
endline,c11_disease_u7_8_1,0,No
endline,c11_disease_u7_8_1,1,Yes
endline,c11_disease_u7_9_1,0,No
endline,c11_disease_u7_9_1,1,Yes
endline,c11_disease_u7_10_1,0,No
endline,c11_disease_u7_10_1,1,Yes
endline,c11_disease_u7_11_1,0,No
endline,c11_disease_u7_11_1,1,Yes
endline,c11_disease_u7_12_1,0,No
endline,c11_disease_u7_12_1,1,Yes
endline,c11_disease_u7_13_1,0,No
endline,c11_disease_u7_13_1,1,Yes
endline,c11_disease_u7_14_1,0,No
endline,c11_disease_u7_14_1,1,Yes
endline,c11_disease_u7_15_1,0,No
endline,c11_disease_u7_15_1,1,Yes
endline,c11_disease_u7_16_1,0,No
endline,c11_disease_u7_16_1,1,Yes
endline,c11_disease_u7_17_1,0,No
endline,c11_disease_u7_17_1,1,Yes
endline,c11_disease_u7_18_1,0,No
endline,c11_disease_u7_18_1,1,Yes
endline,c11_disease_u7_19_1,0,No
endline,c11_disease_u7_19_1,1,Yes
endline,c11_disease_u7_20_1,0,No
endline,c11_disease_u7_20_1,1,Yes
endline,c11_disease_u7_21_1,0,No
endline,c11_disease_u7_21_1,1,Yes
endline,c11_disease_u7_22_1,0,No
endline,c11_disease_u7_22_1,1,Yes
endline,c11_disease_u7_23_1,0,No
endline,c11_disease_u7_23_1,1,Yes
endline,c11_disease_u7_24_1,0,No
endline,c11_disease_u7_24_1,1,Yes
endline,c11_disease_u7_25_1,0,No
endline,c11_disease_u7_25_1,1,Yes
endline,c11_disease_u7_26_1,0,No
endline,c11_disease_u7_26_1,1,Yes
endline,c11_disease_u7_27_1,0,No
endline,c11_disease_u7_27_1,1,Yes
endline,c11_disease_u7_28_1,0,No
endline,c11_disease_u7_28_1,1,Yes
endline,c11_disease_u7_29_1,0,No
endline,c11_disease_u7_29_1,1,Yes
endline,c11_disease_u7_30_1,0,No
endline,c11_disease_u7_30_1,1,Yes
endline,c11_disease_u7_31_1,0,No
endline,c11_disease_u7_31_1,1,Yes
endline,c11_disease_u7_32_1,0,No
endline,c11_disease_u7_32_1,1,Yes
endline,c11_disease_u7_33_1,0,No
endline,c11_disease_u7_33_1,1,Yes
endline,c11_disease_u7_34_1,0,No
endline,c11_disease_u7_34_1,1,Yes
endline,c11_disease_u7_35_1,0,No
endline,c11_disease_u7_35_1,1,Yes
endline,c11_disease_u7_36_1,0,No
endline,c11_disease_u7_36_1,1,Yes
endline,c11_disease_u7_37_1,0,No
endline,c11_disease_u7_37_1,1,Yes
endline,c11_disease_u7_38_1,0,No
endline,c11_disease_u7_38_1,1,Yes
endline,c11_disease_u7_39_1,0,No
endline,c11_disease_u7_39_1,1,Yes
endline,c11_disease_u7_40_1,0,No
endline,c11_disease_u7_40_1,1,Yes
endline,c11_disease_u7_41_1,0,No
endline,c11_disease_u7_41_1,1,Yes
endline,c11_disease_u7_42_1,0,No
endline,c11_disease_u7_42_1,1,Yes
endline,c11_disease_u7_43_1,0,No
endline,c11_disease_u7_43_1,1,Yes
endline,c11_disease_u7_44_1,0,No
endline,c11_disease_u7_44_1,1,Yes
endline,c11_disease_u7_45_1,0,No
endline,c11_disease_u7_45_1,1,Yes
endline,c11_disease_u7_46_1,0,No
endline,c11_disease_u7_46_1,1,Yes
endline,c11_disease_u7_47_1,0,No
endline,c11_disease_u7_47_1,1,Yes
endline,c11_disease_u7_48_1,0,No
endline,c11_disease_u7_48_1,1,Yes
endline,c11_disease_u7_98_1,0,No
endline,c11_disease_u7_98_1,1,Yes
endline,c11_disease_u7_97_1,0,No
endline,c11_disease_u7_97_1,1,Yes
endline,c12_diagnose_u7_1,0,No
endline,c12_diagnose_u7_1,1,Yes
endline,c13_medication_u7_1,0,No
endline,c13_medication_u7_1,1,Yes
endline,c14_meditake_u7_1,0,No
